low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
-0.0030818,-0.0099068,6,0.5,3,V,750
-0.002539,-0.0045219,6,0.5,3,V,750
-0.0019063,0.00088537,6,0.5,3,V,750
-0.001487,0.0064608,6,0.5,3,V,750
-0.0010341,0.012055,6,0.5,3,V,750
-0.00041636,0.017713,6,0.5,3,V,750
0.00017887,0.023325,6,0.5,3,V,750
0.00067302,0.028994,6,0.5,3,V,750
0.0013731,0.034906,6,0.5,3,V,750
0.0020357,0.040911,6,0.5,3,V,750
0.0024213,0.046741,6,0.5,3,V,750
0.0031663,0.052724,6,0.5,3,V,750
0.0038214,0.058875,6,0.5,3,V,750
0.0042744,0.064996,6,0.5,3,V,750
0.0049931,0.071539,6,0.5,3,V,750
0.0055285,0.078105,6,0.5,3,V,750
0.0062697,0.084697,6,0.5,3,V,750
0.0071981,0.091565,6,0.5,3,V,750
0.0077335,0.098478,6,0.5,3,V,750
0.0084522,0.10564,6,0.5,3,V,750
0.0092945,0.11298,6,0.5,3,V,750
0.0098748,0.12033,6,0.5,3,V,750
0.010695,0.12748,6,0.5,3,V,750
0.011631,0.13483,6,0.5,3,V,750
0.012323,0.14219,6,0.5,3,V,750
0.013034,0.1493,6,0.5,3,V,750
0.013749,0.1565,6,0.5,3,V,750
0.014539,0.16344,6,0.5,3,V,750
0.015251,0.17009,6,0.5,3,V,750
0.015808,0.17652,6,0.5,3,V,750
0.016606,0.18275,6,0.5,3,V,750
0.01731,0.1888,6,0.5,3,V,750
0.017785,0.19446,6,0.5,3,V,750
0.018451,0.20006,6,0.5,3,V,750
0.019099,0.20521,6,0.5,3,V,750
0.019586,0.21011,6,0.5,3,V,750
0.020144,0.21507,6,0.5,3,V,750
0.020701,0.21931,6,0.5,3,V,750
0.02124,0.22322,6,0.5,3,V,750
0.021652,0.22693,6,0.5,3,V,750
0.021982,0.23031,6,0.5,3,V,750
0.022315,0.23349,6,0.5,3,V,750
0.022663,0.23634,6,0.5,3,V,750
0.023116,0.23917,6,0.5,3,V,750
0.023363,0.24189,6,0.5,3,V,750
0.023591,0.24427,6,0.5,3,V,750
0.023831,0.2464,6,0.5,3,V,750
0.024078,0.24841,6,0.5,3,V,750
0.024415,0.2502,6,0.5,3,V,750
0.02455,0.25197,6,0.5,3,V,750
0.024718,0.25364,6,0.5,3,V,750
0.024991,0.25498,6,0.5,3,V,750
0.025194,0.25637,6,0.5,3,V,750
0.025362,0.25764,6,0.5,3,V,750
0.025557,0.25865,6,0.5,3,V,750
0.02562,0.25973,6,0.5,3,V,750
0.025669,0.26077,6,0.5,3,V,750
0.026002,0.26177,6,0.5,3,V,750
0.026208,0.26279,6,0.5,3,V,750
0.026335,0.26372,6,0.5,3,V,750
0.026575,0.26453,6,0.5,3,V,750
0.026777,0.26542,6,0.5,3,V,750
0.026968,0.26641,6,0.5,3,V,750
0.027032,0.26749,6,0.5,3,V,750
0.027249,0.26863,6,0.5,3,V,750
0.027421,0.26934,6,0.5,3,V,750
0.027496,0.27036,6,0.5,3,V,750
0.027885,0.27159,6,0.5,3,V,750
0.027975,0.27223,6,0.5,3,V,750
0.028095,0.273,6,0.5,3,V,750
0.028391,0.2737,6,0.5,3,V,750
0.028275,0.27403,6,0.5,3,V,750
0.028372,0.27438,6,0.5,3,V,750
0.028574,0.27456,6,0.5,3,V,750
0.028555,0.27425,6,0.5,3,V,750
0.028582,0.27375,6,0.5,3,V,750
0.028555,0.2734,6,0.5,3,V,750
0.02854,0.2727,6,0.5,3,V,750
0.028451,0.27177,6,0.5,3,V,750
0.028316,0.27062,6,0.5,3,V,750
0.0282,0.26883,6,0.5,3,V,750
0.027986,0.26686,6,0.5,3,V,750
0.027889,0.2647,6,0.5,3,V,750
0.027687,0.26229,6,0.5,3,V,750
0.027402,0.25969,6,0.5,3,V,750
0.027077,0.25662,6,0.5,3,V,750
0.026583,0.25335,6,0.5,3,V,750
0.026302,0.24985,6,0.5,3,V,750
0.025939,0.24613,6,0.5,3,V,750
0.025602,0.24227,6,0.5,3,V,750
0.02513,0.23832,6,0.5,3,V,750
0.024524,0.23414,6,0.5,3,V,750
0.024044,0.22957,6,0.5,3,V,750
0.023344,0.22499,6,0.5,3,V,750
0.022966,0.22007,6,0.5,3,V,750
0.022446,0.21492,6,0.5,3,V,750
0.021836,0.20979,6,0.5,3,V,750
0.021416,0.20429,6,0.5,3,V,750
0.020645,0.1984,6,0.5,3,V,750
0.020114,0.19239,6,0.5,3,V,750
0.019414,0.18637,6,0.5,3,V,750
0.018702,0.18023,6,0.5,3,V,750
0.018234,0.17409,6,0.5,3,V,750
0.017414,0.16778,6,0.5,3,V,750
0.016756,0.16123,6,0.5,3,V,750
0.016138,0.15442,6,0.5,3,V,750
0.015415,0.1475,6,0.5,3,V,750
0.014532,0.14083,6,0.5,3,V,750
0.013749,0.13382,6,0.5,3,V,750
0.01324,0.12665,6,0.5,3,V,750
0.012435,0.11966,6,0.5,3,V,750
0.01172,0.11262,6,0.5,3,V,750
0.011088,0.10578,6,0.5,3,V,750
0.010227,0.099039,6,0.5,3,V,750
0.0095042,0.09226,6,0.5,3,V,750
0.0089614,0.085683,6,0.5,3,V,750
0.0083362,0.079357,6,0.5,3,V,750
0.0076998,0.073127,6,0.5,3,V,750
0.0071307,0.066984,6,0.5,3,V,750
0.0064419,0.060851,6,0.5,3,V,750
0.0057194,0.054719,6,0.5,3,V,750
0.005068,0.048927,6,0.5,3,V,750
0.0045664,0.043157,6,0.5,3,V,750
0.0040498,0.037365,6,0.5,3,V,750
0.0034395,0.031704,6,0.5,3,V,750
0.0029791,0.02596,6,0.5,3,V,750
0.0022903,0.020422,6,0.5,3,V,750
0.0016688,0.014914,6,0.5,3,V,750
0.0014068,0.0095438,6,0.5,3,V,750
0.00075913,0.0040057,6,0.5,3,V,750
0.00018261,-0.0018052,6,0.5,3,V,750
-0.00018801,-0.0071079,6,0.5,3,V,750
-0.00086185,-0.012635,6,0.5,3,V,750
-0.0013822,-0.018438,6,0.5,3,V,750
-0.0018577,-0.024096,6,0.5,3,V,750
-0.0025615,-0.029839,6,0.5,3,V,750
-0.0031155,-0.035643,6,0.5,3,V,750
-0.0035722,-0.041461,6,0.5,3,V,750
-0.0042124,-0.04744,6,0.5,3,V,750
-0.0048488,-0.053584,6,0.5,3,V,750
-0.00559,-0.059679,6,0.5,3,V,750
-0.0062901,-0.066046,6,0.5,3,V,750
-0.006773,-0.072552,6,0.5,3,V,750
-0.0074319,-0.079111,6,0.5,3,V,750
-0.0083191,-0.085837,6,0.5,3,V,750
-0.0090454,-0.092788,6,0.5,3,V,750
-0.0095096,-0.099832,6,0.5,3,V,750
-0.010374,-0.10685,6,0.5,3,V,750
-0.011217,-0.11404,6,0.5,3,V,750
-0.011902,-0.12123,6,0.5,3,V,750
-0.012722,-0.12871,6,0.5,3,V,750
-0.013279,-0.13602,6,0.5,3,V,750
-0.014043,-0.14318,6,0.5,3,V,750
-0.014848,-0.15054,6,0.5,3,V,750
-0.015615,-0.15753,6,0.5,3,V,750
-0.016409,-0.16454,6,0.5,3,V,750
-0.016989,-0.17138,6,0.5,3,V,750
-0.017742,-0.17785,6,0.5,3,V,750
-0.018562,-0.18418,6,0.5,3,V,750
-0.019146,-0.19016,6,0.5,3,V,750
-0.019673,-0.19597,6,0.5,3,V,750
-0.02031,-0.20171,6,0.5,3,V,750
-0.020823,-0.20714,6,0.5,3,V,750
-0.02156,-0.21226,6,0.5,3,V,750
-0.022361,-0.21703,6,0.5,3,V,750
-0.022665,-0.22117,6,0.5,3,V,750
-0.02314,-0.22507,6,0.5,3,V,750
-0.023447,-0.22884,6,0.5,3,V,750
-0.023615,-0.23221,6,0.5,3,V,750
-0.024308,-0.2355,6,0.5,3,V,750
-0.024686,-0.23864,6,0.5,3,V,750
-0.024903,-0.24139,6,0.5,3,V,750
-0.025386,-0.24389,6,0.5,3,V,750
-0.025562,-0.24607,6,0.5,3,V,750
-0.025779,-0.24836,6,0.5,3,V,750
-0.02618,-0.25048,6,0.5,3,V,750
-0.02612,-0.25208,6,0.5,3,V,750
-0.026146,-0.25389,6,0.5,3,V,750
-0.026547,-0.25539,6,0.5,3,V,750
-0.026872,-0.25678,6,0.5,3,V,750
-0.027022,-0.25829,6,0.5,3,V,750
-0.027063,-0.25929,6,0.5,3,V,750
-0.027423,-0.26044,6,0.5,3,V,750
-0.027632,-0.26151,6,0.5,3,V,750
-0.02767,-0.2624,6,0.5,3,V,750
-0.027868,-0.2634,6,0.5,3,V,750
-0.027947,-0.26417,6,0.5,3,V,750
-0.028097,-0.26506,6,0.5,3,V,750
-0.028329,-0.26591,6,0.5,3,V,750
-0.028632,-0.26663,6,0.5,3,V,750
-0.028774,-0.26773,6,0.5,3,V,750
-0.029006,-0.26889,6,0.5,3,V,750
-0.029272,-0.26974,6,0.5,3,V,750
-0.029223,-0.27062,6,0.5,3,V,750
-0.029429,-0.27181,6,0.5,3,V,750
-0.029695,-0.2728,6,0.5,3,V,750
-0.029815,-0.2737,6,0.5,3,V,750
-0.029916,-0.27459,6,0.5,3,V,750
-0.030141,-0.27502,6,0.5,3,V,750
-0.030305,-0.27551,6,0.5,3,V,750
-0.030324,-0.27596,6,0.5,3,V,750
-0.030455,-0.27594,6,0.5,3,V,750
-0.030376,-0.27582,6,0.5,3,V,750
-0.030436,-0.27553,6,0.5,3,V,750
-0.030522,-0.27508,6,0.5,3,V,750
-0.030346,-0.27444,6,0.5,3,V,750
-0.03044,-0.27332,6,0.5,3,V,750
-0.030305,-0.27216,6,0.5,3,V,750
-0.030099,-0.27047,6,0.5,3,V,750
-0.029961,-0.26834,6,0.5,3,V,750
-0.029613,-0.26634,6,0.5,3,V,750
-0.029508,-0.26364,6,0.5,3,V,750
-0.029107,-0.26079,6,0.5,3,V,750
-0.028699,-0.25798,6,0.5,3,V,750
-0.028538,-0.2547,6,0.5,3,V,750
-0.028104,-0.25124,6,0.5,3,V,750
-0.027808,-0.2475,6,0.5,3,V,750
-0.027284,-0.24371,6,0.5,3,V,750
-0.026734,-0.23977,6,0.5,3,V,750
-0.026468,-0.23562,6,0.5,3,V,750
-0.025996,-0.23115,6,0.5,3,V,750
-0.025491,-0.22651,6,0.5,3,V,750
-0.024847,-0.22167,6,0.5,3,V,750
-0.024256,-0.21632,6,0.5,3,V,750
-0.023829,-0.21125,6,0.5,3,V,750
-0.023226,-0.20572,6,0.5,3,V,750
-0.022616,-0.19966,6,0.5,3,V,750
-0.02186,-0.19404,6,0.5,3,V,750
-0.021205,-0.18812,6,0.5,3,V,750
-0.020658,-0.18198,6,0.5,3,V,750
-0.019936,-0.17588,6,0.5,3,V,750
-0.019374,-0.16918,6,0.5,3,V,750
-0.018689,-0.16254,6,0.5,3,V,750
-0.018015,-0.15586,6,0.5,3,V,750
-0.017296,-0.1487,6,0.5,3,V,750
-0.016345,-0.14184,6,0.5,3,V,750
-0.015672,-0.13463,6,0.5,3,V,750
-0.014919,-0.12724,6,0.5,3,V,750
-0.014275,-0.12038,6,0.5,3,V,750
-0.013639,-0.1134,6,0.5,3,V,750
-0.012793,-0.10646,6,0.5,3,V,750
-0.012126,-0.099533,6,0.5,3,V,750
-0.011314,-0.092743,6,0.5,3,V,750
-0.010648,-0.086147,6,0.5,3,V,750
-0.010056,-0.079507,6,0.5,3,V,750
-0.0094048,-0.073311,6,0.5,3,V,750
-0.0087946,-0.067003,6,0.5,3,V,750
-0.0080571,-0.06071,6,0.5,3,V,750
-0.0073907,-0.054806,6,0.5,3,V,750
-0.0068741,-0.048789,6,0.5,3,V,750
-0.006335,-0.043233,6,0.5,3,V,750
-0.0058371,-0.037373,6,0.5,3,V,750
-0.0053617,-0.031596,6,0.5,3,V,750
-0.0046317,-0.026409,6,0.5,3,V,750
-0.0041712,-0.020635,6,0.5,3,V,750
-0.0035909,-0.015116,6,0.5,3,V,750
-0.0028946,-0.0096527,6,0.5,3,V,750
-0.0026101,-0.0040025,6,0.5,3,V,750
-0.0019363,0.0015505,6,0.5,3,V,750
-0.0012699,0.0072045,6,0.5,3,V,750
-0.0008656,0.012705,6,0.5,3,V,750
-0.00032277,0.018299,6,0.5,3,V,750
0.00030989,0.023964,6,0.5,3,V,750
0.0008939,0.029678,6,0.5,3,V,750
0.0014143,0.035489,6,0.5,3,V,750
0.0019833,0.041405,6,0.5,3,V,750
0.0025486,0.047391,6,0.5,3,V,750
0.0032149,0.053542,6,0.5,3,V,750
0.0037503,0.059719,6,0.5,3,V,750
0.0043305,0.066053,6,0.5,3,V,750
0.0050792,0.072765,6,0.5,3,V,750
0.005813,0.079315,6,0.5,3,V,750
0.0065842,0.085997,6,0.5,3,V,750
0.0071307,0.092903,6,0.5,3,V,750
0.0079132,0.099902,6,0.5,3,V,750
0.0087293,0.10713,6,0.5,3,V,750
0.0093881,0.11426,6,0.5,3,V,750
0.010193,0.12151,6,0.5,3,V,750
0.010792,0.12884,6,0.5,3,V,750
0.011679,0.13593,6,0.5,3,V,750
0.012555,0.14318,6,0.5,3,V,750
0.013124,0.15039,6,0.5,3,V,750
0.013791,0.15724,6,0.5,3,V,750
0.01461,0.16398,6,0.5,3,V,750
0.015486,0.17061,6,0.5,3,V,750
0.016018,0.17707,6,0.5,3,V,750
0.016662,0.18338,6,0.5,3,V,750
0.017321,0.18945,6,0.5,3,V,750
0.017912,0.19513,6,0.5,3,V,750
0.018597,0.20084,6,0.5,3,V,750
0.019035,0.20605,6,0.5,3,V,750
0.019679,0.21085,6,0.5,3,V,750
0.020357,0.21584,6,0.5,3,V,750
0.020776,0.22011,6,0.5,3,V,750
0.021255,0.22404,6,0.5,3,V,750
0.021648,0.22769,6,0.5,3,V,750
0.022015,0.23111,6,0.5,3,V,750
0.022397,0.2346,6,0.5,3,V,750
0.022712,0.23741,6,0.5,3,V,750
0.023112,0.23991,6,0.5,3,V,750
0.023284,0.24238,6,0.5,3,V,750
0.023513,0.24469,6,0.5,3,V,750
0.023895,0.24665,6,0.5,3,V,750
0.024011,0.24856,6,0.5,3,V,750
0.024295,0.25057,6,0.5,3,V,750
0.024647,0.25216,6,0.5,3,V,750
0.024733,0.25363,6,0.5,3,V,750
0.02489,0.25502,6,0.5,3,V,750
0.025216,0.25641,6,0.5,3,V,750
0.025429,0.25775,6,0.5,3,V,750
0.025561,0.25872,6,0.5,3,V,750
0.025654,0.25977,6,0.5,3,V,750
0.025793,0.26075,6,0.5,3,V,750
0.026021,0.26153,6,0.5,3,V,750
0.026137,0.26254,6,0.5,3,V,750
0.026294,0.26341,6,0.5,3,V,750
0.026373,0.26436,6,0.5,3,V,750
0.026523,0.26551,6,0.5,3,V,750
0.026912,0.26659,6,0.5,3,V,750
0.02714,0.26748,6,0.5,3,V,750
0.0272,0.26861,6,0.5,3,V,750
0.027354,0.26975,6,0.5,3,V,750
0.027597,0.27056,6,0.5,3,V,750
0.027788,0.27177,6,0.5,3,V,750
0.027949,0.27258,6,0.5,3,V,750
0.028061,0.27314,6,0.5,3,V,750
0.028189,0.27387,6,0.5,3,V,750
0.028245,0.27404,6,0.5,3,V,750
0.028338,0.27438,6,0.5,3,V,750
0.028593,0.27459,6,0.5,3,V,750
0.028623,0.27434,6,0.5,3,V,750
0.028698,0.27413,6,0.5,3,V,750
0.028754,0.27355,6,0.5,3,V,750
0.028518,0.27253,6,0.5,3,V,750
0.028473,0.27158,6,0.5,3,V,750
0.028398,0.27033,6,0.5,3,V,750
0.028159,0.26866,6,0.5,3,V,750
0.028039,0.2666,6,0.5,3,V,750
0.027908,0.26417,6,0.5,3,V,750
0.027575,0.26167,6,0.5,3,V,750
0.027211,0.25886,6,0.5,3,V,750
0.027028,0.25584,6,0.5,3,V,750
0.026695,0.25272,6,0.5,3,V,750
0.026328,0.24931,6,0.5,3,V,750
0.025897,0.24561,6,0.5,3,V,750
0.025295,0.24169,6,0.5,3,V,750
0.024932,0.23765,6,0.5,3,V,750
0.024625,0.23361,6,0.5,3,V,750
0.024011,0.22921,6,0.5,3,V,750
0.023479,0.22431,6,0.5,3,V,750
0.023067,0.21952,6,0.5,3,V,750
0.022378,0.21466,6,0.5,3,V,750
0.021753,0.20933,6,0.5,3,V,750
0.021192,0.20379,6,0.5,3,V,750
0.020645,0.19811,6,0.5,3,V,750
