low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
0.0036604,0.036696,6,0.5,9,H,425
0.0030727,0.030971,6,0.5,9,H,425
0.0027133,0.025583,6,0.5,9,H,425
0.0021106,0.020172,6,0.5,9,H,425
0.0015078,0.014753,6,0.5,9,H,425
0.0011223,0.0094055,6,0.5,9,H,425
0.00045964,0.0039422,6,0.5,9,H,425
-0.00013185,-0.0014651,6,0.5,9,H,425
-0.00052119,-0.0066482,6,0.5,9,H,425
-0.0008656,-0.011951,6,0.5,9,H,425
-0.0014271,-0.017582,6,0.5,9,H,425
-0.0021085,-0.02299,6,0.5,9,H,425
-0.0026962,-0.028416,6,0.5,9,H,425
-0.0031529,-0.034058,6,0.5,9,H,425
-0.0035423,-0.039582,6,0.5,9,H,425
-0.0043621,-0.045377,6,0.5,9,H,425
-0.0049124,-0.051267,6,0.5,9,H,425
-0.0052194,-0.057246,6,0.5,9,H,425
-0.0060992,-0.063457,6,0.5,9,H,425
-0.0067431,-0.069361,6,0.5,9,H,425
-0.0072147,-0.075654,6,0.5,9,H,425
-0.0079972,-0.082324,6,0.5,9,H,425
-0.0085512,-0.088841,6,0.5,9,H,425
-0.0093187,-0.095721,6,0.5,9,H,425
-0.010228,-0.10263,6,0.5,9,H,425
-0.01085,-0.10963,6,0.5,9,H,425
-0.011557,-0.11699,6,0.5,9,H,425
-0.012284,-0.12428,6,0.5,9,H,425
-0.013156,-0.13162,6,0.5,9,H,425
-0.013789,-0.13908,6,0.5,9,H,425
-0.014489,-0.14621,6,0.5,9,H,425
-0.015439,-0.15331,6,0.5,9,H,425
-0.016042,-0.1605,6,0.5,9,H,425
-0.016847,-0.16716,6,0.5,9,H,425
-0.017547,-0.17374,6,0.5,9,H,425
-0.018176,-0.18024,6,0.5,9,H,425
-0.018768,-0.1862,6,0.5,9,H,425
-0.019352,-0.19216,6,0.5,9,H,425
-0.020179,-0.19783,6,0.5,9,H,425
-0.020647,-0.20297,6,0.5,9,H,425
-0.021182,-0.20807,6,0.5,9,H,425
-0.021646,-0.21257,6,0.5,9,H,425
-0.022009,-0.21668,6,0.5,9,H,425
-0.022582,-0.2208,6,0.5,9,H,425
-0.022867,-0.22445,6,0.5,9,H,425
-0.023189,-0.22798,6,0.5,9,H,425
-0.023732,-0.23115,6,0.5,9,H,425
-0.024042,-0.23393,6,0.5,9,H,425
-0.024256,-0.23649,6,0.5,9,H,425
-0.024641,-0.23885,6,0.5,9,H,425
-0.024825,-0.24117,6,0.5,9,H,425
-0.024941,-0.24326,6,0.5,9,H,425
-0.025296,-0.24511,6,0.5,9,H,425
-0.025562,-0.24691,6,0.5,9,H,425
-0.025809,-0.24864,6,0.5,9,H,425
-0.025963,-0.25001,6,0.5,9,H,425
-0.025922,-0.25123,6,0.5,9,H,425
-0.026393,-0.25279,6,0.5,9,H,425
-0.02682,-0.25419,6,0.5,9,H,425
-0.026693,-0.25513,6,0.5,9,H,425
-0.026891,-0.25642,6,0.5,9,H,425
-0.027142,-0.25764,6,0.5,9,H,425
-0.027179,-0.25857,6,0.5,9,H,425
-0.02737,-0.25973,6,0.5,9,H,425
-0.02764,-0.26054,6,0.5,9,H,425
-0.027786,-0.26146,6,0.5,9,H,425
-0.028007,-0.26268,6,0.5,9,H,425
-0.028284,-0.26368,6,0.5,9,H,425
-0.02831,-0.26473,6,0.5,9,H,425
-0.028448,-0.26572,6,0.5,9,H,425
-0.028737,-0.26662,6,0.5,9,H,425
-0.028935,-0.26754,6,0.5,9,H,425
-0.029051,-0.26852,6,0.5,9,H,425
-0.029096,-0.26933,6,0.5,9,H,425
-0.029227,-0.26987,6,0.5,9,H,425
-0.029414,-0.27042,6,0.5,9,H,425
-0.02947,-0.27082,6,0.5,9,H,425
-0.029508,-0.27091,6,0.5,9,H,425
-0.029721,-0.27085,6,0.5,9,H,425
-0.029785,-0.27072,6,0.5,9,H,425
-0.029774,-0.27033,6,0.5,9,H,425
-0.02986,-0.26995,6,0.5,9,H,425
-0.029789,-0.26921,6,0.5,9,H,425
-0.029676,-0.26802,6,0.5,9,H,425
-0.02956,-0.26688,6,0.5,9,H,425
-0.029272,-0.26519,6,0.5,9,H,425
-0.029081,-0.26324,6,0.5,9,H,425
-0.029092,-0.26118,6,0.5,9,H,425
-0.02877,-0.25876,6,0.5,9,H,425
-0.028448,-0.25612,6,0.5,9,H,425
-0.02828,-0.25317,6,0.5,9,H,425
-0.027913,-0.25007,6,0.5,9,H,425
-0.027569,-0.24667,6,0.5,9,H,425
-0.027052,-0.24311,6,0.5,9,H,425
-0.026577,-0.23929,6,0.5,9,H,425
-0.026296,-0.23516,6,0.5,9,H,425
-0.025787,-0.23087,6,0.5,9,H,425
-0.025236,-0.22625,6,0.5,9,H,425
-0.024881,-0.22158,6,0.5,9,H,425
-0.024372,-0.2169,6,0.5,9,H,425
-0.023638,-0.21186,6,0.5,9,H,425
-0.023046,-0.20643,6,0.5,9,H,425
-0.022541,-0.2009,6,0.5,9,H,425
-0.021976,-0.19526,6,0.5,9,H,425
-0.021336,-0.18932,6,0.5,9,H,425
-0.020722,-0.18304,6,0.5,9,H,425
-0.020063,-0.17673,6,0.5,9,H,425
-0.019453,-0.17039,6,0.5,9,H,425
-0.018824,-0.16391,6,0.5,9,H,425
-0.017974,-0.15736,6,0.5,9,H,425
-0.017322,-0.1506,6,0.5,9,H,425
-0.016589,-0.14379,6,0.5,9,H,425
-0.015746,-0.13698,6,0.5,9,H,425
-0.015073,-0.13019,6,0.5,9,H,425
-0.014279,-0.12342,6,0.5,9,H,425
-0.013691,-0.1166,6,0.5,9,H,425
-0.01298,-0.10991,6,0.5,9,H,425
-0.012051,-0.10316,6,0.5,9,H,425
-0.011501,-0.096536,6,0.5,9,H,425
-0.010992,-0.090067,6,0.5,9,H,425
-0.010299,-0.083628,6,0.5,9,H,425
-0.0097042,-0.077365,6,0.5,9,H,425
-0.0090641,-0.071057,6,0.5,9,H,425
-0.0082255,-0.06488,6,0.5,9,H,425
-0.00781,-0.058939,6,0.5,9,H,425
-0.0072859,-0.053049,6,0.5,9,H,425
-0.0065222,-0.04728,6,0.5,9,H,425
-0.0060917,-0.041484,6,0.5,9,H,425
-0.0055488,-0.035706,6,0.5,9,H,425
-0.0049723,-0.030191,6,0.5,9,H,425
-0.0043022,-0.024839,6,0.5,9,H,425
-0.0039803,-0.019406,6,0.5,9,H,425
-0.0035086,-0.014092,6,0.5,9,H,425
-0.0027149,-0.0087932,6,0.5,9,H,425
-0.0023293,-0.0033336,6,0.5,9,H,425
-0.0018427,0.0019878,6,0.5,9,H,425
-0.0013261,0.0072942,6,0.5,9,H,425
-0.0007196,0.012582,6,0.5,9,H,425
-0.00032652,0.018015,6,0.5,9,H,425
0.00020882,0.023557,6,0.5,9,H,425
0.0009201,0.028972,6,0.5,9,H,425
0.0012308,0.0346,6,0.5,9,H,425
0.001871,0.040078,6,0.5,9,H,425
0.0025111,0.045676,6,0.5,9,H,425
0.0030465,0.051677,6,0.5,9,H,425
0.0036417,0.057522,6,0.5,9,H,425
0.0042968,0.063587,6,0.5,9,H,425
0.0048696,0.069738,6,0.5,9,H,425
0.0053039,0.075952,6,0.5,9,H,425
0.0061275,0.082514,6,0.5,9,H,425
0.0068687,0.089147,6,0.5,9,H,425
0.0075201,0.095874,6,0.5,9,H,425
0.0082913,0.10274,6,0.5,9,H,425
0.009025,0.11002,6,0.5,9,H,425
0.0097924,0.11749,6,0.5,9,H,425
0.010481,0.12469,6,0.5,9,H,425
0.011215,0.13207,6,0.5,9,H,425
0.012069,0.13959,6,0.5,9,H,425
0.012836,0.14677,6,0.5,9,H,425
0.013446,0.15376,6,0.5,9,H,425
0.014169,0.16065,6,0.5,9,H,425
0.015015,0.16748,6,0.5,9,H,425
0.015711,0.17418,6,0.5,9,H,425
0.016198,0.18044,6,0.5,9,H,425
0.01686,0.18636,6,0.5,9,H,425
0.017519,0.19208,6,0.5,9,H,425
0.018043,0.19754,6,0.5,9,H,425
0.018889,0.20264,6,0.5,9,H,425
0.019372,0.20748,6,0.5,9,H,425
0.019627,0.21202,6,0.5,9,H,425
0.020181,0.21625,6,0.5,9,H,425
0.020533,0.22018,6,0.5,9,H,425
0.02096,0.22388,6,0.5,9,H,425
0.021386,0.22744,6,0.5,9,H,425
0.021671,0.23062,6,0.5,9,H,425
0.022079,0.23339,6,0.5,9,H,425
0.022386,0.236,6,0.5,9,H,425
0.022768,0.23837,6,0.5,9,H,425
0.022966,0.24055,6,0.5,9,H,425
0.02312,0.24276,6,0.5,9,H,425
0.023509,0.24461,6,0.5,9,H,425
0.02364,0.24627,6,0.5,9,H,425
0.023704,0.24794,6,0.5,9,H,425
0.024074,0.24937,6,0.5,9,H,425
0.024355,0.25077,6,0.5,9,H,425
0.024419,0.252,6,0.5,9,H,425
0.024703,0.25315,6,0.5,9,H,425
0.024756,0.25449,6,0.5,9,H,425
0.024827,0.25545,6,0.5,9,H,425
0.025137,0.25635,6,0.5,9,H,425
0.025242,0.25758,6,0.5,9,H,425
0.025444,0.25848,6,0.5,9,H,425
0.02574,0.25932,6,0.5,9,H,425
