low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
0.023404,0.22599,3,0.2,8,V,750
0.023022,0.22162,3,0.2,8,V,750
0.022393,0.21699,3,0.2,8,V,750
0.021884,0.21207,3,0.2,8,V,750
0.021345,0.20683,3,0.2,8,V,750
0.020585,0.2014,3,0.2,8,V,750
0.020035,0.19594,3,0.2,8,V,750
0.019432,0.19036,3,0.2,8,V,750
0.018848,0.18458,3,0.2,8,V,750
0.018354,0.17865,3,0.2,8,V,750
0.017594,0.17265,3,0.2,8,V,750
0.016913,0.16631,3,0.2,8,V,750
0.01634,0.15995,3,0.2,8,V,750
0.015636,0.15379,3,0.2,8,V,750
0.014989,0.1473,3,0.2,8,V,750
0.014345,0.14065,3,0.2,8,V,750
0.01369,0.13407,3,0.2,8,V,750
0.012903,0.12733,3,0.2,8,V,750
0.012233,0.12055,3,0.2,8,V,750
0.011559,0.11395,3,0.2,8,V,750
0.010867,0.1072,3,0.2,8,V,750
0.010332,0.1005,3,0.2,8,V,750
0.0095566,0.094151,3,0.2,8,V,750
0.0088041,0.087608,3,0.2,8,V,750
0.0079581,0.081453,3,0.2,8,V,750
0.0073741,0.075478,3,0.2,8,V,750
0.0070222,0.069125,3,0.2,8,V,750
0.0062473,0.063209,3,0.2,8,V,750
0.0056632,0.057257,3,0.2,8,V,750
0.0051579,0.051285,3,0.2,8,V,750
0.0045102,0.045732,3,0.2,8,V,750
0.0039112,0.04013,3,0.2,8,V,750
0.0033198,0.034641,3,0.2,8,V,750
0.002878,0.02929,3,0.2,8,V,750
0.0024437,0.02395,3,0.2,8,V,750
0.0019271,0.018512,3,0.2,8,V,750
0.001287,0.013277,3,0.2,8,V,750
0.00080405,0.0081051,3,0.2,8,V,750
0.00040348,0.002851,3,0.2,8,V,750
-0.00019549,-0.0023508,3,0.2,8,V,750
-0.00055113,-0.0077431,3,0.2,8,V,750
-0.0011651,-0.012934,3,0.2,8,V,750
-0.0017978,-0.018274,3,0.2,8,V,750
-0.0021534,-0.023786,3,0.2,8,V,750
