low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
-0.029149,-0.27446,2,0.1,5,H,425
-0.029411,-0.27561,2,0.1,5,H,425
-0.029515,-0.27662,2,0.1,5,H,425
-0.029819,-0.27768,2,0.1,5,H,425
-0.029957,-0.27871,2,0.1,5,H,425
-0.030077,-0.27961,2,0.1,5,H,425
-0.030459,-0.28049,2,0.1,5,H,425
-0.030519,-0.28121,2,0.1,5,H,425
-0.030653,-0.28178,2,0.1,5,H,425
-0.030784,-0.28224,2,0.1,5,H,425
-0.030912,-0.28242,2,0.1,5,H,425
-0.030983,-0.28247,2,0.1,5,H,425
-0.030893,-0.2823,2,0.1,5,H,425
-0.031133,-0.28187,2,0.1,5,H,425
-0.031106,-0.28141,2,0.1,5,H,425
-0.030904,-0.28055,2,0.1,5,H,425
-0.030923,-0.27955,2,0.1,5,H,425
-0.030856,-0.27843,2,0.1,5,H,425
-0.03071,-0.27668,2,0.1,5,H,425
-0.030492,-0.27478,2,0.1,5,H,425
-0.030376,-0.27273,2,0.1,5,H,425
-0.030178,-0.27029,2,0.1,5,H,425
-0.02983,-0.26756,2,0.1,5,H,425
-0.029452,-0.26466,2,0.1,5,H,425
-0.029167,-0.26168,2,0.1,5,H,425
-0.028973,-0.2584,2,0.1,5,H,425
-0.028535,-0.25478,2,0.1,5,H,425
-0.02816,-0.25103,2,0.1,5,H,425
-0.027786,-0.24702,2,0.1,5,H,425
-0.027176,-0.24247,2,0.1,5,H,425
-0.026685,-0.23774,2,0.1,5,H,425
-0.026195,-0.23304,2,0.1,5,H,425
-0.025513,-0.22807,2,0.1,5,H,425
-0.024993,-0.22287,2,0.1,5,H,425
-0.024563,-0.21732,2,0.1,5,H,425
-0.02387,-0.21168,2,0.1,5,H,425
-0.023331,-0.20593,2,0.1,5,H,425
-0.02268,-0.19984,2,0.1,5,H,425
-0.021931,-0.1935,2,0.1,5,H,425
-0.021279,-0.18704,2,0.1,5,H,425
-0.020475,-0.1806,2,0.1,5,H,425
-0.019891,-0.17373,2,0.1,5,H,425
-0.019213,-0.16674,2,0.1,5,H,425
-0.018378,-0.15994,2,0.1,5,H,425
-0.017622,-0.15288,2,0.1,5,H,425
-0.016911,-0.1458,2,0.1,5,H,425
-0.016192,-0.13864,2,0.1,5,H,425
-0.015481,-0.13134,2,0.1,5,H,425
-0.014754,-0.12416,2,0.1,5,H,425
-0.013942,-0.11692,2,0.1,5,H,425
-0.013306,-0.10979,2,0.1,5,H,425
-0.012512,-0.10291,2,0.1,5,H,425
-0.011827,-0.095908,2,0.1,5,H,425
-0.011336,-0.08911,2,0.1,5,H,425
-0.010453,-0.082705,2,0.1,5,H,425
-0.0097117,-0.076102,2,0.1,5,H,425
-0.0091764,-0.06975,2,0.1,5,H,425
-0.0084239,-0.063427,2,0.1,5,H,425
-0.0077875,-0.057115,2,0.1,5,H,425
-0.0072447,-0.051229,2,0.1,5,H,425
-0.0065896,-0.045273,2,0.1,5,H,425
-0.0059082,-0.039346,2,0.1,5,H,425
-0.0054964,-0.033524,2,0.1,5,H,425
-0.0049948,-0.027893,2,0.1,5,H,425
-0.0042124,-0.022283,2,0.1,5,H,425
-0.0037819,-0.016499,2,0.1,5,H,425
-0.0032652,-0.010972,2,0.1,5,H,425
-0.0027187,-0.0053926,2,0.1,5,H,425
-0.002217,0.00044442,2,0.1,5,H,425
-0.0015394,0.0059713,2,0.1,5,H,425
-0.0011127,0.011573,2,0.1,5,H,425
-0.00056985,0.0175,2,0.1,5,H,425
0.00011523,0.023154,2,0.1,5,H,425
0.00059066,0.028968,2,0.1,5,H,425
0.0010773,0.03488,2,0.1,5,H,425
0.0017998,0.040736,2,0.1,5,H,425
0.0024512,0.046793,2,0.1,5,H,425
0.0029903,0.052896,2,0.1,5,H,425
0.0036941,0.059121,2,0.1,5,H,425
0.0042594,0.065448,2,0.1,5,H,425
0.0048022,0.072014,2,0.1,5,H,425
0.0057381,0.078602,2,0.1,5,H,425
0.0063933,0.085224,2,0.1,5,H,425
0.0069623,0.092219,2,0.1,5,H,425
0.0079057,0.099435,2,0.1,5,H,425
0.0085458,0.10676,2,0.1,5,H,425
0.0093432,0.11409,2,0.1,5,H,425
0.010204,0.12171,2,0.1,5,H,425
0.010904,0.12933,2,0.1,5,H,425
0.011765,0.13685,2,0.1,5,H,425
0.012379,0.14455,2,0.1,5,H,425
0.013296,0.15205,2,0.1,5,H,425
0.014105,0.15948,2,0.1,5,H,425
0.014682,0.16672,2,0.1,5,H,425
0.015584,0.17368,2,0.1,5,H,425
0.016187,0.18083,2,0.1,5,H,425
0.016935,0.18743,2,0.1,5,H,425
0.01771,0.19371,2,0.1,5,H,425
0.018309,0.20022,2,0.1,5,H,425
0.018856,0.20613,2,0.1,5,H,425
0.019563,0.21177,2,0.1,5,H,425
0.020432,0.21729,2,0.1,5,H,425
0.020772,0.2222,2,0.1,5,H,425
0.021319,0.22682,2,0.1,5,H,425
0.021776,0.23114,2,0.1,5,H,425
0.022023,0.23504,2,0.1,5,H,425
0.022596,0.23859,2,0.1,5,H,425
0.023041,0.24208,2,0.1,5,H,425
0.023404,0.2453,2,0.1,5,H,425
0.023629,0.24797,2,0.1,5,H,425
0.023857,0.25051,2,0.1,5,H,425
0.024209,0.25278,2,0.1,5,H,425
0.024527,0.25472,2,0.1,5,H,425
0.024696,0.25668,2,0.1,5,H,425
0.024973,0.25841,2,0.1,5,H,425
0.025205,0.26002,2,0.1,5,H,425
0.025231,0.26157,2,0.1,5,H,425
0.025579,0.26278,2,0.1,5,H,425
0.025826,0.26409,2,0.1,5,H,425
0.025871,0.26533,2,0.1,5,H,425
0.02613,0.26625,2,0.1,5,H,425
0.026238,0.26725,2,0.1,5,H,425
0.026249,0.26817,2,0.1,5,H,425
0.026545,0.26904,2,0.1,5,H,425
0.026699,0.27009,2,0.1,5,H,425
0.026848,0.27095,2,0.1,5,H,425
0.027069,0.27158,2,0.1,5,H,425
0.027144,0.27248,2,0.1,5,H,425
0.027365,0.27345,2,0.1,5,H,425
0.027455,0.27429,2,0.1,5,H,425
0.027739,0.2751,2,0.1,5,H,425
0.028043,0.27601,2,0.1,5,H,425
0.028013,0.27699,2,0.1,5,H,425
0.028297,0.27792,2,0.1,5,H,425
