low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
-0.0081619,-0.086031,11,-0.5,3,V,750
-0.008817,-0.092761,11,-0.5,3,V,750
-0.0095732,-0.099708,11,-0.5,3,V,750
-0.010393,-0.10672,11,-0.5,3,V,750
-0.011082,-0.11398,11,-0.5,3,V,750
-0.011838,-0.12151,11,-0.5,3,V,750
-0.012662,-0.12886,11,-0.5,3,V,750
-0.013568,-0.13655,11,-0.5,3,V,750
-0.014174,-0.14417,11,-0.5,3,V,750
-0.014829,-0.1513,11,-0.5,3,V,750
-0.015791,-0.15849,11,-0.5,3,V,750
-0.016458,-0.16562,11,-0.5,3,V,750
-0.017218,-0.17248,11,-0.5,3,V,750
-0.017877,-0.17901,11,-0.5,3,V,750
-0.018539,-0.18516,11,-0.5,3,V,750
-0.019254,-0.19111,11,-0.5,3,V,750
-0.019804,-0.19689,11,-0.5,3,V,750
-0.020306,-0.20225,11,-0.5,3,V,750
-0.020789,-0.20741,11,-0.5,3,V,750
-0.021497,-0.21235,11,-0.5,3,V,750
-0.022084,-0.21697,11,-0.5,3,V,750
-0.022586,-0.22125,11,-0.5,3,V,750
-0.023103,-0.22508,11,-0.5,3,V,750
-0.023477,-0.2287,11,-0.5,3,V,750
-0.023866,-0.23192,11,-0.5,3,V,750
-0.024267,-0.23515,11,-0.5,3,V,750
-0.024608,-0.23798,11,-0.5,3,V,750
-0.024907,-0.24047,11,-0.5,3,V,750
-0.025248,-0.24322,11,-0.5,3,V,750
-0.025487,-0.2455,11,-0.5,3,V,750
-0.025674,-0.24765,11,-0.5,3,V,750
-0.025888,-0.24977,11,-0.5,3,V,750
-0.026116,-0.25183,11,-0.5,3,V,750
-0.026509,-0.25377,11,-0.5,3,V,750
-0.02676,-0.25535,11,-0.5,3,V,750
-0.02694,-0.25704,11,-0.5,3,V,750
-0.027187,-0.25842,11,-0.5,3,V,750
-0.027258,-0.25963,11,-0.5,3,V,750
-0.02746,-0.26086,11,-0.5,3,V,750
-0.027614,-0.26176,11,-0.5,3,V,750
-0.027666,-0.26276,11,-0.5,3,V,750
-0.027939,-0.2637,11,-0.5,3,V,750
-0.028112,-0.26451,11,-0.5,3,V,750
-0.028201,-0.26547,11,-0.5,3,V,750
-0.028392,-0.26635,11,-0.5,3,V,750
-0.02852,-0.26708,11,-0.5,3,V,750
-0.028767,-0.26801,11,-0.5,3,V,750
-0.029003,-0.26895,11,-0.5,3,V,750
-0.029096,-0.26961,11,-0.5,3,V,750
-0.029291,-0.27039,11,-0.5,3,V,750
-0.029388,-0.27105,11,-0.5,3,V,750
-0.029478,-0.27165,11,-0.5,3,V,750
-0.029542,-0.27237,11,-0.5,3,V,750
-0.029654,-0.27279,11,-0.5,3,V,750
-0.029968,-0.27316,11,-0.5,3,V,750
-0.029931,-0.27361,11,-0.5,3,V,750
-0.029879,-0.27375,11,-0.5,3,V,750
-0.030182,-0.27368,11,-0.5,3,V,750
-0.030208,-0.27349,11,-0.5,3,V,750
-0.030129,-0.27311,11,-0.5,3,V,750
-0.030182,-0.27262,11,-0.5,3,V,750
-0.030171,-0.27165,11,-0.5,3,V,750
-0.030088,-0.27054,11,-0.5,3,V,750
-0.03004,-0.26946,11,-0.5,3,V,750
-0.029845,-0.26772,11,-0.5,3,V,750
-0.029609,-0.26571,11,-0.5,3,V,750
-0.029489,-0.26358,11,-0.5,3,V,750
-0.029077,-0.26133,11,-0.5,3,V,750
-0.028812,-0.2589,11,-0.5,3,V,750
-0.028681,-0.25615,11,-0.5,3,V,750
-0.028422,-0.25322,11,-0.5,3,V,750
-0.027954,-0.25,11,-0.5,3,V,750
-0.027554,-0.24658,11,-0.5,3,V,750
-0.027374,-0.24285,11,-0.5,3,V,750
-0.026745,-0.23892,11,-0.5,3,V,750
-0.026288,-0.2347,11,-0.5,3,V,750
-0.02588,-0.23024,11,-0.5,3,V,750
-0.025278,-0.22551,11,-0.5,3,V,750
-0.024765,-0.22038,11,-0.5,3,V,750
-0.024173,-0.21533,11,-0.5,3,V,750
-0.023717,-0.21004,11,-0.5,3,V,750
-0.023046,-0.20438,11,-0.5,3,V,750
-0.022414,-0.19847,11,-0.5,3,V,750
-0.021822,-0.19246,11,-0.5,3,V,750
-0.021014,-0.18608,11,-0.5,3,V,750
-0.020463,-0.17956,11,-0.5,3,V,750
