low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
0.018129,0.17687,5,0.4,2,H,750
0.017575,0.17067,5,0.4,2,H,750
0.016771,0.1643,5,0.4,2,H,750
0.016052,0.15784,5,0.4,2,H,750
0.015535,0.15139,5,0.4,2,H,750
0.014753,0.14477,5,0.4,2,H,750
0.014004,0.13841,5,0.4,2,H,750
0.01342,0.13171,5,0.4,2,H,750
0.01254,0.12494,5,0.4,2,H,750
0.011923,0.11838,5,0.4,2,H,750
0.011365,0.11168,5,0.4,2,H,750
0.010485,0.10504,5,0.4,2,H,750
0.0097588,0.098284,5,0.4,2,H,750
0.0093956,0.091886,5,0.4,2,H,750
0.0086619,0.085579,5,0.4,2,H,750
0.0078383,0.078972,5,0.4,2,H,750
0.0072243,0.072724,5,0.4,2,H,750
0.0065917,0.066793,5,0.4,2,H,750
0.0061761,0.060717,5,0.4,2,H,750
0.0054049,0.054674,5,0.4,2,H,750
0.0048172,0.04883,5,0.4,2,H,750
0.0042744,0.043015,5,0.4,2,H,750
0.0036155,0.037432,5,0.4,2,H,750
0.0032673,0.031902,5,0.4,2,H,750
0.0026946,0.026367,5,0.4,2,H,750
0.0020769,0.020975,5,0.4,2,H,750
0.0014816,0.015747,5,0.4,2,H,750
0.0010624,0.010403,5,0.4,2,H,750
0.00054948,0.0049922,5,0.4,2,H,750
-4.2005e-05,-8.622e-05,5,0.4,2,H,750
-0.00058108,-0.0055122,5,0.4,2,H,750
-0.0010528,-0.010991,5,0.4,2,H,750
-0.0013335,-0.0162,5,0.4,2,H,750
-0.0020074,-0.021536,5,0.4,2,H,750
-0.0027075,-0.027074,5,0.4,2,H,750
-0.0032091,-0.032635,5,0.4,2,H,750
-0.0036696,-0.038091,5,0.4,2,H,750
-0.0040888,-0.043857,5,0.4,2,H,750
-0.004714,-0.049724,5,0.4,2,H,750
-0.0053841,-0.055673,5,0.4,2,H,750
-0.0060655,-0.061708,5,0.4,2,H,750
-0.0066008,-0.067765,5,0.4,2,H,750
-0.0071436,-0.074036,5,0.4,2,H,750
-0.0079522,-0.080235,5,0.4,2,H,750
-0.0084801,-0.086607,5,0.4,2,H,750
-0.0090341,-0.093415,5,0.4,2,H,750
-0.0098353,-0.10025,5,0.4,2,H,750
-0.010453,-0.10716,5,0.4,2,H,750
-0.011232,-0.11432,5,0.4,2,H,750
-0.012108,-0.12167,5,0.4,2,H,750
-0.012823,-0.12893,5,0.4,2,H,750
-0.013437,-0.13607,5,0.4,2,H,750
-0.014219,-0.14329,5,0.4,2,H,750
-0.015106,-0.15024,5,0.4,2,H,750
-0.015791,-0.15719,5,0.4,2,H,750
-0.016491,-0.16403,5,0.4,2,H,750
-0.017102,-0.17038,5,0.4,2,H,750
-0.017719,-0.17656,5,0.4,2,H,750
-0.018344,-0.1826,5,0.4,2,H,750
-0.018951,-0.18838,5,0.4,2,H,750
-0.019632,-0.1938,5,0.4,2,H,750
-0.020168,-0.19896,5,0.4,2,H,750
-0.020662,-0.2039,5,0.4,2,H,750
-0.021294,-0.20874,5,0.4,2,H,750
-0.021886,-0.21323,5,0.4,2,H,750
-0.022283,-0.21696,5,0.4,2,H,750
-0.022758,-0.22072,5,0.4,2,H,750
-0.023106,-0.22441,5,0.4,2,H,750
-0.023484,-0.22751,5,0.4,2,H,750
-0.023851,-0.23058,5,0.4,2,H,750
-0.024095,-0.23329,5,0.4,2,H,750
-0.024593,-0.2359,5,0.4,2,H,750
-0.024608,-0.23837,5,0.4,2,H,750
-0.024783,-0.24054,5,0.4,2,H,750
-0.025326,-0.24306,5,0.4,2,H,750
-0.025315,-0.24517,5,0.4,2,H,750
-0.025701,-0.24698,5,0.4,2,H,750
-0.026086,-0.2488,5,0.4,2,H,750
-0.026075,-0.2506,5,0.4,2,H,750
-0.026348,-0.25205,5,0.4,2,H,750
-0.026472,-0.2532,5,0.4,2,H,750
-0.026663,-0.25467,5,0.4,2,H,750
-0.026985,-0.25575,5,0.4,2,H,750
-0.02709,-0.25694,5,0.4,2,H,750
-0.027138,-0.25801,5,0.4,2,H,750
-0.027441,-0.25876,5,0.4,2,H,750
-0.027692,-0.25987,5,0.4,2,H,750
-0.027756,-0.26073,5,0.4,2,H,750
-0.027947,-0.26187,5,0.4,2,H,750
-0.028007,-0.26286,5,0.4,2,H,750
-0.028265,-0.26364,5,0.4,2,H,750
-0.028366,-0.26474,5,0.4,2,H,750
-0.028419,-0.26543,5,0.4,2,H,750
-0.028868,-0.26611,5,0.4,2,H,750
-0.028999,-0.26689,5,0.4,2,H,750
-0.029122,-0.2675,5,0.4,2,H,750
-0.029212,-0.2681,5,0.4,2,H,750
-0.029167,-0.26857,5,0.4,2,H,750
-0.029268,-0.26881,5,0.4,2,H,750
-0.029377,-0.26898,5,0.4,2,H,750
-0.029433,-0.26907,5,0.4,2,H,750
-0.029448,-0.26889,5,0.4,2,H,750
-0.029489,-0.26856,5,0.4,2,H,750
-0.029515,-0.26804,5,0.4,2,H,750
-0.029504,-0.26714,5,0.4,2,H,750
-0.029242,-0.26621,5,0.4,2,H,750
-0.029231,-0.265,5,0.4,2,H,750
-0.029193,-0.26319,5,0.4,2,H,750
-0.028849,-0.2614,5,0.4,2,H,750
-0.028901,-0.25945,5,0.4,2,H,750
-0.028673,-0.25723,5,0.4,2,H,750
-0.028306,-0.25482,5,0.4,2,H,750
-0.028082,-0.25209,5,0.4,2,H,750
-0.027651,-0.2493,5,0.4,2,H,750
-0.027318,-0.24617,5,0.4,2,H,750
-0.027105,-0.24284,5,0.4,2,H,750
-0.026693,-0.23918,5,0.4,2,H,750
-0.026131,-0.23524,5,0.4,2,H,750
-0.025697,-0.23118,5,0.4,2,H,750
-0.02509,-0.22662,5,0.4,2,H,750
-0.024701,-0.22196,5,0.4,2,H,750
-0.024383,-0.21715,5,0.4,2,H,750
-0.023623,-0.21219,5,0.4,2,H,750
-0.022979,-0.20683,5,0.4,2,H,750
-0.022455,-0.20124,5,0.4,2,H,750
-0.021796,-0.1958,5,0.4,2,H,750
-0.021148,-0.18986,5,0.4,2,H,750
-0.020606,-0.18377,5,0.4,2,H,750
-0.019834,-0.17763,5,0.4,2,H,750
-0.019056,-0.1713,5,0.4,2,H,750
-0.018509,-0.16482,5,0.4,2,H,750
-0.017884,-0.1583,5,0.4,2,H,750
-0.017135,-0.1518,5,0.4,2,H,750
-0.016443,-0.14502,5,0.4,2,H,750
-0.015889,-0.13843,5,0.4,2,H,750
-0.015181,-0.13176,5,0.4,2,H,750
