low_res,high_res,daq_nr,misalignment,recording_nr,direction,speed
-0.030257,-0.27354,1,0.0,3,V,750
-0.030242,-0.27306,1,0.0,3,V,750
-0.030238,-0.27227,1,0.0,3,V,750
-0.030129,-0.27127,1,0.0,3,V,750
-0.030099,-0.27014,1,0.0,3,V,750
-0.029987,-0.26855,1,0.0,3,V,750
-0.029796,-0.26671,1,0.0,3,V,750
-0.029515,-0.26491,1,0.0,3,V,750
-0.029392,-0.26252,1,0.0,3,V,750
-0.029205,-0.25997,1,0.0,3,V,750
-0.028684,-0.25733,1,0.0,3,V,750
-0.028419,-0.25441,1,0.0,3,V,750
-0.028168,-0.25137,1,0.0,3,V,750
-0.027827,-0.24794,1,0.0,3,V,750
-0.027449,-0.24452,1,0.0,3,V,750
-0.026985,-0.24071,1,0.0,3,V,750
-0.026565,-0.23671,1,0.0,3,V,750
-0.026195,-0.23256,1,0.0,3,V,750
-0.025824,-0.22813,1,0.0,3,V,750
-0.025188,-0.2238,1,0.0,3,V,750
-0.024787,-0.21906,1,0.0,3,V,750
-0.024181,-0.21394,1,0.0,3,V,750
-0.023511,-0.20855,1,0.0,3,V,750
-0.023196,-0.20315,1,0.0,3,V,750
-0.02232,-0.19732,1,0.0,3,V,750
-0.021789,-0.19115,1,0.0,3,V,750
-0.021163,-0.18511,1,0.0,3,V,750
-0.020209,-0.17858,1,0.0,3,V,750
-0.01973,-0.17224,1,0.0,3,V,750
-0.018899,-0.16573,1,0.0,3,V,750
-0.018075,-0.15886,1,0.0,3,V,750
-0.017465,-0.15213,1,0.0,3,V,750
-0.016821,-0.14497,1,0.0,3,V,750
-0.016166,-0.1379,1,0.0,3,V,750
-0.015417,-0.13087,1,0.0,3,V,750
-0.014623,-0.12366,1,0.0,3,V,750
-0.013893,-0.11662,1,0.0,3,V,750
-0.013145,-0.10976,1,0.0,3,V,750
-0.012336,-0.10289,1,0.0,3,V,750
-0.011861,-0.095986,1,0.0,3,V,750
-0.011179,-0.089436,1,0.0,3,V,750
-0.010374,-0.082956,1,0.0,3,V,750
-0.0099663,-0.076566,1,0.0,3,V,750
-0.009285,-0.0704,1,0.0,3,V,750
-0.0085737,-0.064282,1,0.0,3,V,750
-0.0080421,-0.058161,1,0.0,3,V,750
-0.0073608,-0.052138,1,0.0,3,V,750
-0.0066794,-0.046278,1,0.0,3,V,750
-0.006058,-0.040422,1,0.0,3,V,750
-0.0055451,-0.034884,1,0.0,3,V,750
-0.0049049,-0.029451,1,0.0,3,V,750
-0.0044744,-0.023808,1,0.0,3,V,750
-0.0041076,-0.018337,1,0.0,3,V,750
-0.0034562,-0.012833,1,0.0,3,V,750
-0.0029283,-0.0074031,1,0.0,3,V,750
-0.0022283,-0.0020668,1,0.0,3,V,750
-0.0016405,0.0035647,1,0.0,3,V,750
-0.0012662,0.0089758,1,0.0,3,V,750
-0.00072334,0.014432,1,0.0,3,V,750
-0.00026662,0.020037,1,0.0,3,V,750
0.00026123,0.02553,1,0.0,3,V,750
0.00093508,0.031322,1,0.0,3,V,750
0.0014779,0.037047,1,0.0,3,V,750
0.0020619,0.042873,1,0.0,3,V,750
0.002747,0.049076,1,0.0,3,V,750
0.0033534,0.055272,1,0.0,3,V,750
0.003885,0.061621,1,0.0,3,V,750
0.0045701,0.068101,1,0.0,3,V,750
0.0053413,0.074529,1,0.0,3,V,750
0.0058916,0.081064,1,0.0,3,V,750
0.0065879,0.08788,1,0.0,3,V,750
0.0072693,0.094719,1,0.0,3,V,750
0.0079206,0.10157,1,0.0,3,V,750
0.008909,0.10871,1,0.0,3,V,750
0.0095379,0.11587,1,0.0,3,V,750
0.010174,0.12305,1,0.0,3,V,750
0.011106,0.13022,1,0.0,3,V,750
0.011814,0.13764,1,0.0,3,V,750
0.012492,0.14485,1,0.0,3,V,750
0.013229,0.15171,1,0.0,3,V,750
0.014098,0.15892,1,0.0,3,V,750
0.014824,0.16572,1,0.0,3,V,750
0.015464,0.17241,1,0.0,3,V,750
0.016093,0.17892,1,0.0,3,V,750
0.016808,0.18508,1,0.0,3,V,750
0.017587,0.19131,1,0.0,3,V,750
0.018058,0.19702,1,0.0,3,V,750
0.018728,0.20273,1,0.0,3,V,750
0.019279,0.20817,1,0.0,3,V,750
0.019874,0.2132,1,0.0,3,V,750
0.020615,0.21785,1,0.0,3,V,750
0.020941,0.22196,1,0.0,3,V,750
0.021386,0.22594,1,0.0,3,V,750
0.021869,0.22928,1,0.0,3,V,750
0.02224,0.23235,1,0.0,3,V,750
0.022498,0.23532,1,0.0,3,V,750
0.022794,0.23781,1,0.0,3,V,750
0.023198,0.24025,1,0.0,3,V,750
0.023397,0.24235,1,0.0,3,V,750
0.023621,0.24437,1,0.0,3,V,750
0.023861,0.24656,1,0.0,3,V,750
0.024138,0.24834,1,0.0,3,V,750
0.0244,0.25013,1,0.0,3,V,750
0.024419,0.25167,1,0.0,3,V,750
0.02461,0.253,1,0.0,3,V,750
0.024838,0.25453,1,0.0,3,V,750
0.025021,0.25557,1,0.0,3,V,750
0.02528,0.25668,1,0.0,3,V,750
0.025302,0.25798,1,0.0,3,V,750
0.025527,0.25898,1,0.0,3,V,750
0.0258,0.25992,1,0.0,3,V,750
0.025912,0.26076,1,0.0,3,V,750
0.02613,0.2619,1,0.0,3,V,750
0.026238,0.26316,1,0.0,3,V,750
0.026466,0.264,1,0.0,3,V,750
0.026695,0.26515,1,0.0,3,V,750
0.026788,0.26635,1,0.0,3,V,750
0.026976,0.26732,1,0.0,3,V,750
0.027193,0.26824,1,0.0,3,V,750
0.027436,0.26901,1,0.0,3,V,750
0.027582,0.26994,1,0.0,3,V,750
0.027664,0.27093,1,0.0,3,V,750
0.027889,0.27161,1,0.0,3,V,750
0.028001,0.27204,1,0.0,3,V,750
0.028016,0.27249,1,0.0,3,V,750
0.028222,0.27282,1,0.0,3,V,750
0.028275,0.27304,1,0.0,3,V,750
0.02832,0.27286,1,0.0,3,V,750
0.028417,0.2723,1,0.0,3,V,750
0.028394,0.27203,1,0.0,3,V,750
0.028349,0.27109,1,0.0,3,V,750
0.028117,0.26986,1,0.0,3,V,750
0.028084,0.26876,1,0.0,3,V,750
0.027923,0.267,1,0.0,3,V,750
0.027638,0.26523,1,0.0,3,V,750
0.027631,0.26329,1,0.0,3,V,750
0.027492,0.26077,1,0.0,3,V,750
0.027137,0.25831,1,0.0,3,V,750
0.026803,0.25575,1,0.0,3,V,750
0.02674,0.25283,1,0.0,3,V,750
0.026253,0.24976,1,0.0,3,V,750
0.02574,0.24639,1,0.0,3,V,750
0.025433,0.24293,1,0.0,3,V,750
0.02495,0.23928,1,0.0,3,V,750
0.024647,0.2351,1,0.0,3,V,750
0.02413,0.23089,1,0.0,3,V,750
0.023651,0.22669,1,0.0,3,V,750
0.023198,0.22217,1,0.0,3,V,750
0.022682,0.21738,1,0.0,3,V,750
0.022188,0.21254,1,0.0,3,V,750
0.021547,0.20733,1,0.0,3,V,750
0.021008,0.20179,1,0.0,3,V,750
0.020439,0.19606,1,0.0,3,V,750
0.019792,0.18981,1,0.0,3,V,750
0.019103,0.18372,1,0.0,3,V,750
0.018496,0.1774,1,0.0,3,V,750
0.017867,0.17067,1,0.0,3,V,750
0.017077,0.16411,1,0.0,3,V,750
0.016415,0.15745,1,0.0,3,V,750
0.015775,0.15088,1,0.0,3,V,750
0.014895,0.14391,1,0.0,3,V,750
0.014098,0.13682,1,0.0,3,V,750
0.013439,0.12983,1,0.0,3,V,750
0.012675,0.12267,1,0.0,3,V,750
0.012005,0.1158,1,0.0,3,V,750
0.011309,0.10874,1,0.0,3,V,750
0.01062,0.10174,1,0.0,3,V,750
0.0099871,0.095078,1,0.0,3,V,750
0.0091373,0.088463,1,0.0,3,V,750
0.0083736,0.081961,1,0.0,3,V,750
0.0078458,0.075526,1,0.0,3,V,750
0.0072393,0.0692,1,0.0,3,V,750
0.0066216,0.063116,1,0.0,3,V,750
0.0059515,0.057238,1,0.0,3,V,750
0.0052664,0.051311,1,0.0,3,V,750
0.0047985,0.045328,1,0.0,3,V,750
0.004192,0.03951,1,0.0,3,V,750
